TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
19.817,24.149,5.513,19.903,0.208,1.42
19.467,23.912,8.596,21.218,0.266,1.44
19.855,24.4,6.155,19.607,0.283,1.3
19.649,24.291,5.305,20.337,0.272,1.51
20.134,25.554,3.799,18.318,0.259,1.4
20.259,24.97,3.52,20.335,0.253,1.4
20.087,25.155,4.937,18.561,0.266,1.4
20.002,25.205,5.909,20.134,0.288,1.51
20.314,25.888,3.526,18.923,0.298,1.41
20.314,25.707,4.356,19.527,0.292,1.51
20.942,26.21,1.434,18.735,0.304,1.4
21.069,26.641,2.457,19.476,0.255,1.4
20.488,25.778,3.466,19.359,0.33,1.47
19.787,24.985,4.972,19.928,0.329,1.4
19.629,25.086,0.571,19.464,0.5,1.47
19.747,24.609,7.888,20.536,0.261,1.5
20.379,25.305,3.621,20.846,0.293,1.47
20.661,25.839,2.676,20.791,0.29,1.47
23.414,29.566,8.398,28.458,0.323,1.25
23.725,30.175,7.035,28.627,0.282,1.3
23.339,29.384,7.582,28.158,0.328,1.3
23.37,29.76,4.612,27.781,0.308,1.4
24.7,29.2,25.7,27.707,0.2,1.4
23.096,28.582,8.843,29.178,0.224,1.4
23.385,29.147,9.23,28.38,0.351,1.4
23.9,30.111,7.377,29.071,0.305,1.4
22.921,28.736,6.713,27.678,0.281,1.4
23.032,29.186,6.344,27.787,0.279,1.4
23.134,28.874,8.568,28.387,0.299,1.4
22.983,29.677,3.912,27.853,0.303,1.0
23.662,30.219,5.579,28.33,0.379,1.3
23.431,28.71,12.503,28.91,0.197,1.8
23.137,29.282,9.543,28.237,0.3,1.8
23.367,29.097,8.679,28.903,0.179,1.8
23.299,29.646,11.354,28.788,0.301,1.8
23.947,30.084,9.624,29.71,0.225,1.5
23.255,29.648,7.411,28.393,0.324,1.8
23.216,29.876,9.971,28.474,0.295,1.7
23.577,30.459,6.461,29.373,0.221,1.1
23.172,29.387,6.733,28.419,0.199,1.1
23.407,29.391,8.825,28.362,0.278,1.5
23.536,29.313,4.996,28.792,0.173,1.11
23.803,30.269,4.311,25.899,0.441,2.23
24.019,30.981,7.347,26.527,0.438,2.0
22.323,28.683,7.708,26.983,0.436,1.46
23.026,29.526,2.025,24.946,0.481,1.16
23.404,30.494,4.666,26.276,0.4,1.85
24.227,32.322,2.726,25.343,0.502,1.78
24.782,32.197,2.172,27.271,0.48,1.04
22.939,29.604,4.602,26.24,0.417,1.49
23.699,30.424,3.668,25.97,0.446,1.28
23.151,29.384,5.909,26.696,0.368,0.7
24.043,31.204,2.717,24.593,0.454,1.2
23.881,30.902,4.55,26.987,0.417,1.23
23.937,31.078,4.935,25.056,0.415,1.23
23.491,29.851,5.609,27.183,0.38,1.6
24.279,31.288,3.268,23.911,0.484,1.3
23.665,30.67,3.714,25.965,0.424,1.2
24.91,32.406,2.054,23.737,0.41,1.0
24.838,32.034,3.447,26.933,0.403,2.7
23.962,30.811,4.235,25.206,0.42,2.0
19.2,25.2,4.4,24.133,0.157,3.2
18.921,26.548,3.46,21.135,0.295,3.0
18.395,26.676,3.596,20.606,0.331,2.5
19.3,28.428,3.774,20.548,0.418,2.5
19.076,27.973,4.587,20.924,0.322,2.5
19.333,28.442,3.646,21.213,0.325,2.01
19.278,28.567,1.626,20.717,0.353,2.57
21.575,29.367,13.092,26.02,0.274,2.2
22.295,30.955,1.686,24.412,0.453,2.01
21.077,27.067,7.387,24.794,0.321,2.2
21.234,28.466,4.615,24.702,0.304,2.2
21.371,28.084,8.234,25.193,0.341,2.2
21.25,29.322,6.02,24.978,0.304,2.2
21.599,29.739,6.714,25.623,0.389,2.2
21.726,30.889,6.909,23.75,0.341,2.0
21.629,29.124,10.291,24.949,0.306,2.0
21.452,29.343,12.512,25.372,0.316,2.2
21.699,28.5,8.415,25.471,0.303,2.2
21.646,29.135,6.265,25.446,0.279,1.5
21.28,27.363,6.867,25.112,0.318,1.5
21.458,28.709,9.573,26.216,0.277,1.8
21.169,28.308,8.232,25.168,0.313,1.5
20.644,29.719,6.597,24.292,0.295,1.6
20.707,28.839,9.341,23.471,0.29,1.5
21.283,29.686,9.729,23.228,0.283,2.5
21.226,29.434,8.384,25.023,0.296,2.5
20.48,28.945,7.484,23.449,0.267,1.7
20.339,29.486,6.76,22.891,0.216,1.1
20.929,29.611,5.925,23.396,0.355,1.0
21.019,30.462,1.695,23.574,0.26,1.0
21.907,28.129,6.41,26.039,0.294,1.0
23.422,30.488,5.683,27.915,0.317,1.01
23.146,26.937,8.848,28.289,0.292,1.01
22.751,29.956,5.767,27.069,0.329,2.12
23.293,28.764,7.059,28.278,0.359,2.45
23.246,29.826,6.883,28.215,0.331,1.5
23.33,29.768,8.901,28.365,0.372,1.39
23.234,30.217,8.343,28.191,0.349,1.4
22.631,29.136,9.001,27.726,0.289,1.4
22.216,30.105,7.091,26.525,0.332,1.19
22.815,29.15,12.458,27.985,0.305,1.13
22.616,30.436,4.54,26.785,0.328,1.0
23.588,31.258,5.959,27.702,0.342,1.5
23.108,29.24,9.128,27.605,0.313,1.5
22.833,32.8,2.409,26.255,0.342,1.5
23.176,29.757,9.683,27.667,0.343,1.5
23.868,30.758,6.36,29.025,0.329,1.5
17.087,21.44,3.803,19.805,0.265,1.0
17.056,21.326,5.57,19.767,0.247,2.0
16.577,20.639,7.216,19.777,0.269,2.0
16.27,20.565,6.855,19.636,0.239,1.5
16.382,21.05,7.768,19.709,0.237,1.5
16.529,21.507,7.549,19.684,0.243,1.5
17.024,22.092,6.465,20.035,0.297,1.5
16.965,22.625,4.747,20.035,0.324,1.5
16.695,20.639,10.489,19.564,0.185,1.5
16.892,21.434,6.039,19.885,0.252,1.5
17.011,21.157,10.075,19.981,0.238,1.5
17.187,21.213,6.389,19.832,0.211,1.5
17.419,21.485,5.558,19.95,0.218,1.5
17.566,21.472,4.823,20.044,0.242,1.5
17.289,20.79,9.249,19.828,0.245,1.5
17.451,21.196,4.106,20.102,0.205,1.5
17.249,21.211,5.24,20.026,0.27,1.3
17.446,21.296,4.307,19.984,0.247,1.5
11.189,20.12,2.579,13.593,0.175,2.0
10.521,21.687,2.652,13.706,0.293,1.5
10.806,20.008,2.494,13.992,0.273,1.63
10.342,20.81,1.918,12.266,0.361,2.03
11.423,19.778,3.111,13.919,0.282,1.88
10.979,20.637,2.637,14.43,0.289,2.3
10.392,22.421,3.371,12.685,0.353,2.3
10.899,20.535,5.362,13.028,0.286,2.3
11.019,20.796,3.494,12.796,0.263,2.3
10.027,21.384,2.789,13.565,0.277,2.3
9.623,21.469,2.543,13.278,0.33,2.2
8.805,19.975,2.54,11.958,0.284,2.2
9.779,20.826,3.351,12.537,0.314,0.8
9.166,19.76,1.833,12.269,0.253,1.0
10.042,22.644,2.539,12.584,0.348,1.3
9.071,20.755,3.027,12.21,0.344,1.3
9.741,20.645,3.403,12.521,0.283,1.2
10.107,21.063,3.695,13.188,0.286,1.2
24.212,31.571,3.46,26.388,0.382,2.03
23.952,31.205,5.11,27.886,0.383,1.97
23.824,31.507,1.906,26.366,0.407,2.04
23.598,30.458,5.347,27.705,0.392,1.85
23.603,30.461,3.11,27.721,0.334,1.61
23.797,30.325,6.212,28.771,0.328,1.5
24.816,33.013,3.082,27.111,0.442,1.5
24.458,31.804,6.478,28.816,0.415,2.0
23.729,29.964,3.926,27.671,0.324,2.0
23.464,30.079,7.817,28.394,0.361,2.8
23.542,30.952,4.532,27.54,0.368,2.8
23.452,30.683,4.072,28.276,0.372,2.8
24.272,32.83,2.265,25.689,0.374,2.8
23.727,31.141,6.494,28.359,0.374,2.5
23.846,31.859,3.937,26.855,0.377,1.89
23.764,31.021,2.753,28.49,0.358,2.0
24.289,32.563,2.607,25.667,0.422,1.8
23.755,31.375,5.441,27.433,0.367,2.0
25.087,33.745,2.74,25.408,0.352,1.3
25.29,33.68,3.341,28.013,0.326,2.0
24.261,32.097,3.968,26.401,0.314,2.0
23.869,31.019,5.634,28.197,0.363,2.0
24.152,32.172,3.768,27.181,0.396,2.0
24.262,31.938,1.008,28.09,0.393,2.0
24.159,32.56,4.457,26.21,0.434,2.0
24.126,31.4,5.802,28.23,0.382,2.0
24.46,33.068,3.24,25.389,0.429,2.0
17.169,24.74,7.503,19.758,0.309,0.97
17.036,24.995,5.945,19.648,0.321,0.97
17.492,24.28,9.285,19.848,0.287,0.97
17.241,23.95,5.866,19.861,0.251,0.6
17.594,24.349,8.729,19.883,0.286,0.87
17.485,24.451,5.776,19.922,0.293,0.9
17.373,24.713,6.118,20.482,0.347,0.83
17.692,25.459,4.519,21.16,0.342,1.0
17.312,23.317,8.122,20.469,0.25,0.9
17.17,23.694,6.81,20.212,0.285,0.9
17.574,23.604,8.024,20.519,0.247,1.0
17.088,24.327,4.834,20.21,0.294,1.0
17.421,24.417,5.409,20.656,0.324,1.2
17.507,24.212,6.609,20.713,0.321,1.2
17.599,24.582,5.014,20.932,0.288,1.0
17.314,24.347,5.949,20.839,0.316,1.0
18.195,26.187,3.666,21.666,0.339,1.0
17.608,24.761,7.908,22.052,0.292,1.0
17.51,24.669,5.182,21.957,0.282,1.0
17.754,24.703,7.071,21.238,0.285,1.0
17.18,24.734,6.603,20.558,0.288,1.0
17.815,25.605,6.464,21.089,0.31,1.0
21.0,28.4,0.0,24.599,0.643,2.0
25.273,31.942,5.532,28.15,0.444,1.1
24.761,30.733,2.98,28.446,0.34,1.05
24.965,31.084,6.717,28.1,0.397,1.2
24.009,29.613,5.817,29.062,0.288,1.2
24.723,30.8,7.906,28.892,0.381,1.2
24.239,29.083,8.126,29.054,0.221,1.2
25.429,31.972,5.051,29.294,0.449,1.2
25.121,31.498,7.316,29.973,0.36,1.2
24.757,30.894,11.24,29.845,0.359,1.2
23.942,29.273,8.488,28.489,0.261,1.2
24.89,31.134,9.925,29.039,0.375,1.2
24.025,29.273,7.712,28.045,0.229,1.2
25.286,31.828,5.637,29.137,0.433,1.2
24.75,30.327,4.622,29.552,0.285,1.2
25.065,31.561,5.372,28.708,0.413,1.2
24.668,31.027,3.504,28.385,0.349,1.2
26.007,32.957,3.14,27.36,0.463,1.2
24.34,30.047,4.289,28.602,0.322,1.2
25.377,31.71,3.458,29.221,0.31,1.2
25.273,31.944,6.45,28.882,0.429,1.2
24.068,29.828,7.532,28.973,0.299,1.2
25.29,32.186,6.58,29.471,0.424,1.2
16.61,21.371,9.054,18.472,0.267,2.05
16.87,22.047,6.846,18.696,0.296,1.75
17.48,23.048,4.862,18.586,0.378,1.75
18.248,23.654,4.069,18.029,0.313,3.0
14.029,18.623,8.065,14.976,0.325,1.26
14.055,19.268,4.495,15.132,0.3,1.19
13.245,16.655,11.186,15.591,0.171,1.1
13.387,17.665,8.773,14.959,0.24,1.2
13.756,17.912,8.59,15.079,0.261,1.1
14.181,18.637,3.541,15.127,0.276,1.12
15.238,19.958,3.957,14.093,0.373,1.2
15.284,19.744,3.889,15.333,0.292,1.2
13.738,18.419,4.683,14.303,0.243,1.05
13.585,18.017,7.619,15.159,0.259,1.02
14.029,18.498,4.463,14.16,0.32,1.2
13.789,17.164,6.042,15.02,0.222,1.41
14.884,19.961,2.494,12.499,0.363,1.5
14.526,19.106,5.175,14.938,0.281,1.2
14.631,19.46,3.57,13.457,0.327,1.2
15.055,19.717,3.017,13.24,0.344,1.5
14.526,19.409,3.429,14.755,0.314,1.2
15.831,20.909,1.542,12.947,0.38,1.2
15.444,20.393,4.567,15.523,0.307,1.2
14.74,19.898,4.029,13.925,0.329,1.2
14.473,20.066,1.157,12.92,0.348,1.33
13.963,19.068,4.804,15.012,0.27,1.4
14.697,19.938,4.305,15.157,0.273,1.43
24.568,29.909,8.008,31.71,0.344,1.9
25.164,30.039,0.193,31.205,0.335,2.2
24.062,29.692,9.671,30.144,0.368,2.5
24.056,29.589,7.307,29.618,0.351,2.5
24.008,29.854,10.119,29.913,0.339,2.4
24.711,29.378,4.772,30.305,0.334,2.4
25.342,30.424,3.971,31.761,0.276,2.5
26.314,32.613,4.299,27.998,0.536,1.5
25.56,31.383,4.097,29.174,0.514,1.5
25.672,31.642,5.014,27.663,0.485,1.5
27.16,34.232,1.498,27.605,0.532,1.5
24.678,30.822,7.798,28.643,0.415,1.56
24.92,31.58,5.274,28.343,0.482,1.79
26.04,33.347,2.635,27.666,0.528,1.2
26.042,32.776,2.681,27.253,0.521,1.34
26.281,33.287,1.758,26.517,0.51,1.2
27.2,34.149,1.633,26.636,0.513,1.2
26.31,32.537,3.686,27.968,0.514,1.64
26.527,32.487,3.769,28.215,0.461,1.82
26.676,32.886,2.581,26.5,0.495,1.0
27.192,33.113,2.337,29.063,0.536,1.0
18.819,24.84,5.069,19.257,0.352,2.06
18.581,24.758,6.574,19.471,0.374,2.06
18.375,24.126,5.162,18.561,0.348,2.0
17.878,23.675,6.898,19.824,0.329,2.0
18.312,23.875,6.874,18.963,0.337,2.0
18.267,23.907,6.129,19.866,0.295,1.83
19.313,25.432,3.368,18.751,0.396,1.64
17.89,23.757,7.299,19.731,0.3,2.0
18.47,24.068,6.596,18.664,0.354,2.0
18.15,23.978,6.262,19.268,0.336,1.5
18.76,25.105,3.836,17.775,0.359,1.8
18.812,24.673,7.247,19.428,0.326,1.2
18.77,24.704,4.205,18.087,0.335,1.8
18.901,25.165,5.216,18.887,0.378,1.2
19.456,26.131,3.566,17.05,0.351,1.3
19.291,25.949,5.184,19.87,0.362,1.5
18.602,24.983,5.016,18.377,0.342,1.5
18.27,24.51,7.554,19.334,0.333,1.0
16.786,21.943,6.615,18.321,0.293,1.2
17.827,22.852,7.989,18.77,0.343,1.2
14.807,21.562,4.912,17.558,0.38,2.38
14.624,20.8,5.567,17.582,0.34,2.37
14.602,20.151,6.3,17.162,0.357,2.38
14.284,20.072,5.238,16.865,0.342,2.31
14.652,20.075,7.291,17.061,0.323,2.3
14.812,20.07,3.989,17.427,0.313,2.45
14.955,21.345,4.402,17.438,0.392,2.44
14.867,20.013,10.279,17.484,0.234,2.5
14.604,20.607,6.399,17.201,0.303,0.85
14.77,21.323,5.979,17.508,0.31,0.85
15.4,20.82,4.155,17.881,0.303,0.85
14.498,20.247,4.68,16.842,0.372,0.85
14.859,19.489,1.322,18.073,0.45,0.85
15.518,21.641,3.853,18.809,0.347,1.3
15.844,21.707,5.044,17.912,0.235,2.63
20.167,25.763,4.695,23.09,0.279,2.0
19.969,26.39,6.601,22.301,0.323,2.0
19.927,25.857,8.147,22.575,0.293,2.2
19.54,25.465,4.696,21.965,0.308,2.0
20.085,25.183,8.315,22.775,0.286,2.2
20.189,27.34,4.157,23.506,0.317,1.5
20.198,25.38,9.215,22.899,0.24,1.6
19.63,25.642,7.141,22.18,0.244,1.2
19.961,25.712,4.058,22.3,0.302,1.5
20.613,25.406,8.035,23.685,0.321,1.5
21.068,26.067,4.663,23.309,0.278,2.0
21.252,25.992,6.491,23.467,0.302,2.0
19.39,25.748,5.305,22.878,0.271,2.0
20.036,27.188,7.94,24.323,0.473,2.0
18.877,26.23,4.581,22.882,0.356,2.0
19.602,26.998,5.263,23.704,0.385,2.0
19.354,26.609,2.55,23.619,0.35,2.0
18.998,25.106,6.488,23.145,0.314,2.0
18.415,25.269,6.303,22.346,0.322,2.0
18.187,25.165,4.802,22.218,0.289,2.0
18.964,25.093,6.815,23.295,0.349,2.0
19.119,25.776,5.5,23.287,0.292,2.0
19.415,25.611,5.968,23.402,0.312,2.0
24.706,31.519,6.087,26.636,0.413,1.8
23.521,28.878,8.626,27.878,0.297,1.22
24.159,31.209,4.567,26.012,0.461,1.2
24.225,30.571,6.434,27.094,0.408,0.95
24.353,31.091,8.628,27.758,0.372,1.71
23.786,29.586,8.752,27.989,0.357,2.5
23.812,30.208,6.61,26.951,0.395,1.33
23.98,30.101,7.91,27.207,0.381,1.4
24.769,31.223,4.573,28.004,0.378,1.26
24.819,31.543,3.931,27.264,0.417,1.5
24.031,29.526,10.321,28.61,0.339,1.68
24.544,31.194,4.43,28.188,0.376,1.5
24.246,29.325,10.273,29.242,0.3,1.6
25.268,31.66,5.838,28.157,0.363,2.5
24.067,29.275,11.155,28.593,0.29,2.5
24.719,30.869,6.667,28.912,0.399,2.5
24.719,31.243,6.658,26.481,0.354,2.0
24.895,30.952,5.93,28.607,0.306,2.0
25.83,31.313,6.212,31.899,0.352,1.5
24.88,31.838,1.182,30.975,0.435,1.5
25.624,30.937,7.232,29.954,0.29,1.5
24.805,31.475,5.33,28.552,0.353,1.5
25.615,30.675,6.711,30.633,0.296,1.5
25.045,32.298,2.437,30.479,0.386,1.5
26.197,31.846,5.566,32.141,0.344,1.5
26.131,32.896,2.861,32.093,0.291,1.5
25.835,30.388,6.873,31.966,0.178,1.45
25.95,30.425,3.75,31.398,0.046,1.5
25.23,29.293,7.425,31.541,0.245,1.4
24.57,32.358,0.883,29.449,0.33,1.5
24.969,34.489,2.198,29.017,0.346,1.5
24.913,31.815,6.054,28.807,0.323,1.5
25.53,33.293,1.493,28.798,0.354,1.5
26.151,33.173,6.341,30.655,0.28,1.5
25.133,34.045,1.723,27.644,0.331,1.5
26.229,32.64,6.145,31.55,0.224,1.5
26.079,34.923,1.493,31.616,0.264,1.5
25.583,31.681,5.112,29.214,0.286,2.0
26.677,31.046,12.544,31.978,0.238,2.0
25.644,32.995,6.612,29.522,0.302,2.0
26.207,32.051,3.842,31.147,0.378,2.0
25.551,33.602,1.741,30.155,0.342,2.06
26.687,32.304,4.403,31.627,0.297,2.07
22.491,31.476,5.99,27.561,0.373,1.71
22.75,31.166,5.478,26.637,0.348,1.83
22.376,30.655,6.536,25.992,0.387,1.57
22.579,30.035,8.825,26.47,0.356,1.37
22.675,29.53,5.949,25.922,0.351,1.77
22.748,29.609,6.83,27.132,0.325,1.6
22.826,31.131,4.181,25.377,0.399,1.6
22.619,29.952,9.08,27.376,0.329,1.45
22.398,30.123,7.057,26.444,0.34,1.53
22.521,29.728,6.611,26.595,0.327,1.0
25.337,32.445,3.163,30.776,0.483,2.0
22.53,32.076,0.028,28.518,0.499,1.0
23.534,32.031,7.018,29.513,0.444,0.88
23.818,31.14,1.447,27.368,0.443,1.0
24.917,32.192,5.808,30.834,0.43,0.8
24.688,31.883,2.748,31.116,0.429,0.6
24.737,31.0,10.34,31.62,0.368,0.45
24.039,30.891,3.581,30.563,0.411,1.5
25.074,31.063,7.461,31.797,0.435,1.5
24.691,31.311,3.223,31.059,0.397,1.5
25.55,31.385,3.871,32.4,0.492,1.5
25.579,32.528,3.38,32.243,0.468,2.0
25.096,31.709,0.269,31.655,0.375,0.5
26.428,32.557,2.703,31.965,0.503,0.6
26.343,33.426,0.011,32.909,0.344,0.35
27.4,34.178,0.207,33.123,0.483,0.35
25.916,33.508,4.992,31.381,0.338,0.6
25.505,33.868,6.532,31.87,0.411,1.8
25.074,31.32,10.85,30.644,0.395,1.8
23.988,32.737,2.727,32.145,0.439,2.0
23.017,32.99,0.922,30.645,0.446,1.5
24.812,33.278,2.959,29.653,0.486,1.0
24.783,31.933,14.758,29.385,0.238,1.0
24.926,33.043,4.262,29.743,0.463,1.0
24.119,32.437,3.421,24.671,0.336,1.2
24.078,32.253,5.94,26.827,0.342,1.2
23.525,31.403,4.768,26.685,0.371,3.0
24.027,32.199,3.702,26.061,0.401,3.0
24.364,32.569,5.283,27.459,0.34,2.5
24.295,33.179,2.158,25.595,0.399,2.5
24.224,33.135,3.208,26.496,0.382,2.0
25.836,34.334,2.141,25.708,0.385,2.0
25.768,34.625,1.926,27.886,0.358,2.0
24.688,33.187,2.946,26.42,0.388,2.0
23.63,31.2,5.067,26.793,0.352,2.0
24.482,33.742,1.437,24.565,0.431,2.0
24.363,31.988,4.189,28.19,0.344,2.0
15.042,22.566,3.045,17.257,0.308,1.0
15.366,22.041,4.025,16.423,0.161,1.3
14.924,21.443,4.435,16.422,0.125,1.3
14.782,22.102,2.411,16.603,0.139,1.3
14.979,24.32,2.418,15.955,0.421,1.3
14.777,22.035,4.308,16.371,0.237,1.3
16.187,22.974,6.004,17.063,0.312,1.3
14.987,22.563,3.303,17.144,0.263,1.3
23.191,29.08,8.087,30.052,0.341,1.1
23.652,28.073,4.157,29.265,0.309,0.8
23.009,28.103,8.634,27.4,0.289,1.71
23.155,29.009,9.723,28.377,0.274,1.7
23.81,29.171,8.367,28.595,0.372,1.63
23.379,27.268,8.07,27.573,0.243,2.0
22.767,26.533,10.251,26.895,0.265,1.9
23.8,29.211,7.244,30.106,0.145,1.5
23.228,28.804,5.78,29.126,0.29,1.31
22.403,30.113,4.402,28.02,0.375,1.56
23.889,30.253,4.875,29.084,0.353,2.0
24.75,29.15,17.45,29.046,0.252,1.0
23.282,29.099,9.086,29.305,0.274,1.0
23.745,29.838,4.53,31.292,0.243,1.0
23.142,29.738,8.518,29.354,0.263,1.0
23.178,28.899,5.197,28.287,0.28,1.0
23.232,29.574,4.447,28.204,0.24,0.37
12.43,16.685,2.748,13.731,0.287,3.76
13.428,16.656,4.7,13.618,0.276,1.05
16.153,22.468,7.864,17.941,0.307,2.5
16.191,22.62,8.04,18.612,0.259,2.5
15.83,21.868,7.788,18.328,0.253,2.0
15.574,21.672,7.444,18.085,0.227,2.5
15.815,21.305,10.639,18.004,0.246,2.5
16.02,21.415,9.017,18.205,0.247,2.5
16.342,21.089,7.873,18.473,0.313,2.5
15.824,21.162,9.948,17.922,0.263,2.0
15.88,21.015,9.786,18.156,0.263,1.8
15.998,20.89,8.168,18.262,0.209,0.9
16.121,21.76,5.495,18.08,0.307,1.96
16.379,21.723,7.142,18.642,0.205,1.96
15.923,21.445,6.63,18.357,0.288,1.96
16.127,21.389,7.664,18.711,0.248,1.75
16.23,21.601,6.638,18.453,0.308,1.75
19.37,23.659,7.956,20.441,0.303,1.62
19.376,22.647,5.629,20.517,0.224,1.9
17.949,22.248,6.824,19.749,0.264,1.75
18.381,22.602,4.956,18.884,0.293,1.67
17.985,22.776,4.321,18.737,0.299,2.1
18.682,23.826,2.797,18.532,0.337,2.1
18.83,23.629,3.407,19.585,0.308,2.63
18.611,23.833,4.197,20.519,0.334,2.63
18.985,23.906,2.461,19.842,0.277,2.63
19.075,25.03,1.433,17.524,0.345,2.45
19.144,25.004,4.027,19.619,0.351,2.1
18.758,24.05,3.823,19.998,0.349,2.63
18.209,23.474,5.866,20.388,0.314,2.45
18.65,23.873,4.52,19.749,0.326,2.63
17.754,23.073,4.063,20.268,0.33,0.7
17.522,23.464,1.595,18.532,0.246,0.7
18.161,23.379,3.927,19.085,0.247,2.45
17.833,23.83,2.95,17.308,0.285,2.45
13.369,17.366,4.361,14.157,0.165,1.5
13.351,17.668,6.647,14.199,0.215,1.5
12.978,17.318,6.622,14.448,0.153,1.45
13.323,17.758,6.608,14.666,0.152,1.43
13.537,16.653,5.737,14.379,0.102,1.43
13.798,18.088,4.713,14.28,0.214,1.5
13.927,18.355,3.996,13.764,0.263,1.5
14.617,19.659,5.204,14.411,0.269,1.8
13.65,18.397,4.557,13.647,0.201,1.7
13.666,18.049,6.136,14.559,0.218,1.8
13.611,18.255,4.908,13.853,0.229,1.7
14.518,18.872,5.381,14.545,0.214,2.5
13.891,18.326,4.595,14.337,0.213,2.5
14.3,18.969,4.235,15.424,0.189,1.8
13.715,18.637,4.749,14.594,0.181,1.8
14.216,18.91,4.683,14.767,0.173,1.8
13.979,19.252,3.975,14.138,0.161,1.8
13.515,18.993,5.676,14.668,0.173,1.24
25.671,31.12,3.005,30.561,0.366,1.49
25.492,30.93,2.381,30.095,0.404,1.5
25.673,30.36,4.479,30.609,0.377,2.5
25.332,30.915,0.702,28.212,0.443,2.0
25.344,30.487,7.182,29.526,0.362,1.5
25.477,31.136,2.134,29.915,0.46,2.42
26.114,31.137,5.318,31.575,0.382,2.14
26.299,31.337,1.931,32.052,0.399,2.13
25.438,29.842,8.671,30.869,0.283,2.03
25.103,30.992,3.35,30.53,0.434,2.24
25.405,29.972,4.44,30.146,0.323,2.02
25.446,30.873,3.727,30.972,0.379,2.0
25.668,30.906,6.778,31.409,0.371,2.03
26.076,31.897,1.864,30.279,0.384,2.5
25.849,31.448,3.887,30.911,0.356,2.5
26.142,32.005,1.026,30.415,0.416,2.5
25.948,31.472,3.54,31.041,0.36,2.5
25.817,31.763,1.908,31.082,0.399,2.5
26.607,31.644,4.069,33.443,0.365,1.16
25.754,31.119,3.329,31.068,0.4,0.91
26.078,30.857,6.392,32.818,0.32,1.05
26.043,30.757,3.898,32.163,0.228,2.5
25.858,31.34,4.259,31.73,0.374,2.5
25.564,31.708,0.021,30.16,0.422,2.5
26.02,31.201,4.281,32.032,0.351,2.5
25.376,31.812,6.441,32.164,0.503,1.1
24.813,33.881,3.541,29.373,0.503,1.1
25.661,32.039,6.862,31.395,0.456,1.1
24.219,32.324,3.039,28.403,0.528,1.1
25.092,30.791,6.155,30.731,0.404,1.1
24.871,33.299,2.602,28.43,0.544,1.1
25.525,33.647,3.569,30.281,0.45,1.2
25.197,30.345,7.469,31.634,0.389,1.4
24.782,32.187,4.413,29.371,0.407,1.2
25.036,31.265,8.533,31.519,0.426,1.2
24.637,32.524,2.391,30.011,0.501,1.2
25.547,32.412,5.435,31.072,0.526,1.3
24.955,33.52,2.664,29.113,0.532,1.0
25.28,31.978,4.026,31.152,0.459,1.2
25.109,33.077,2.399,29.812,0.498,1.15
25.335,32.772,3.591,29.985,0.488,1.15
24.903,34.284,1.796,27.179,0.53,1.2
26.138,34.455,2.045,29.284,0.559,1.2
25.447,34.098,2.48,29.085,0.503,0.8
25.221,31.761,6.639,30.808,0.452,0.9
23.152,33.369,0.083,25.848,0.611,0.8
25.003,31.743,5.834,30.71,0.434,0.8
23.555,33.268,1.205,26.605,0.611,1.0
24.077,32.4,4.369,29.8,0.512,1.1
23.992,34.188,0.78,26.941,0.558,1.0
24.919,31.975,2.566,30.825,0.461,1.13
21.028,27.698,4.965,22.189,0.371,1.5
20.328,26.742,5.806,21.894,0.312,1.5
20.809,26.67,5.458,21.951,0.36,1.5
19.827,24.799,6.667,21.734,0.192,1.5
20.567,26.384,11.128,21.849,0.383,1.5
20.325,24.694,7.533,22.131,0.223,1.5
20.744,27.684,6.606,21.341,0.384,1.5
21.469,28.023,7.371,22.089,0.351,1.5
21.197,26.408,14.646,22.606,0.307,1.5
20.19,24.604,12.172,22.083,0.228,1.5
21.076,26.603,8.99,22.527,0.323,1.5
19.384,24.326,4.304,21.771,0.241,1.5
20.975,26.524,11.893,22.525,0.381,1.5
21.228,27.46,6.909,21.823,0.383,1.5
21.941,28.59,0.912,19.838,0.4,1.0
22.139,28.759,3.0,20.752,0.388,1.0
20.581,27.957,7.171,21.447,0.371,1.0
20.203,25.442,8.54,22.233,0.261,1.05
20.667,28.075,6.939,22.529,0.377,1.05
19.809,25.678,6.168,21.679,0.253,1.05
20.669,27.346,9.325,21.633,0.355,1.05
20.508,26.627,7.642,21.926,0.263,1.05
21.07,28.065,7.258,21.503,0.383,1.05
24.95,32.788,3.882,28.893,0.485,1.0
24.381,32.657,1.562,27.375,0.503,2.0
24.754,31.333,3.565,27.914,0.467,1.25
24.834,32.621,1.173,27.589,0.513,0.75
24.709,32.752,2.033,27.991,0.529,1.5
25.559,32.763,1.52,30.125,0.461,1.5
25.699,33.853,1.973,29.737,0.47,1.15
25.251,30.044,5.399,30.479,0.388,1.08
24.671,31.55,3.538,28.672,0.473,1.22
25.104,30.576,6.39,30.478,0.441,1.28
24.031,32.39,2.077,27.888,0.508,1.4
25.538,32.329,2.815,30.088,0.466,1.43
25.213,33.74,2.223,28.287,0.508,1.5
25.294,32.33,2.638,29.746,0.509,1.4
24.922,34.38,1.312,28.325,0.574,1.5
25.466,33.038,2.436,29.241,0.485,1.5
25.269,34.703,0.899,27.532,0.541,1.5
