TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
12.942,20.152,4.062,15.362,0.218,0.72
13.067,21.227,2.014,13.833,0.294,1.1
13.274,21.147,3.632,14.186,0.231,0.77
13.213,20.934,1.774,13.87,0.285,1.1
13.146,21.188,4.259,14.476,0.256,0.6
13.469,20.814,2.308,14.006,0.274,0.5
13.534,21.321,2.325,14.481,0.241,0.5
14.318,22.379,2.964,14.744,0.268,1.2
13.344,20.619,5.344,14.424,0.24,1.2
21.725,28.555,10.61,28.16,0.338,1.1
21.869,28.209,10.133,27.523,0.318,1.1
21.059,28.344,11.263,25.117,0.374,1.1
21.075,27.737,2.344,24.389,0.368,1.1
21.153,27.923,12.22,26.696,0.311,1.1
22.236,28.157,5.769,28.718,0.393,1.1
22.373,28.275,6.177,28.818,0.32,1.1
21.226,28.119,11.93,25.735,0.294,1.1
21.154,28.146,8.254,25.149,0.322,1.1
21.598,28.12,11.17,25.527,0.325,1.1
21.547,27.914,7.746,24.947,0.338,1.1
21.5,28.764,7.553,25.241,0.398,1.1
21.934,28.67,5.084,25.655,0.326,1.1
21.464,29.02,11.064,25.548,0.429,1.1
21.827,28.14,6.957,25.885,0.262,1.1
21.781,28.554,10.972,25.58,0.363,1.1
21.548,28.286,8.173,25.041,0.262,1.1
21.799,28.739,10.271,25.723,0.362,1.1
22.023,28.799,7.736,25.594,0.243,1.1
21.733,29.445,9.124,25.7,0.416,1.1
24.855,30.991,5.606,30.36,0.444,1.1
24.642,31.738,3.135,29.379,0.425,1.0
24.839,30.657,6.193,29.928,0.422,1.8
24.706,31.694,1.032,29.545,0.449,2.02
24.838,30.382,5.418,30.4,0.413,1.2
24.993,31.651,1.611,29.358,0.501,1.5
25.409,31.085,5.809,29.833,0.356,2.0
26.447,33.341,1.75,31.012,0.351,1.0
24.675,31.094,3.567,28.72,0.457,1.5
25.409,30.657,8.662,31.417,0.394,1.0
24.848,30.596,7.656,29.707,0.343,2.0
25.305,33.194,1.186,28.568,0.43,1.7
25.41,31.098,5.269,30.743,0.512,1.2
25.41,33.931,0.281,28.897,0.479,1.5
25.439,32.207,3.115,31.807,0.427,1.5
23.877,33.342,0.068,26.834,0.546,1.5
25.22,34.548,0.273,30.06,0.494,2.0
24.904,30.821,5.001,31.322,0.394,1.5
23.841,33.059,1.633,28.455,0.547,1.2
25.257,31.455,5.361,30.709,0.421,1.5
24.569,32.11,3.448,28.627,0.443,1.2
25.221,31.487,4.671,30.217,0.456,2.0
25.287,33.325,1.764,27.786,0.455,1.2
25.301,31.781,3.625,30.4,0.426,2.01
7.081,14.981,3.945,10.366,0.309,1.57
6.833,13.165,3.052,9.975,0.304,2.5
7.561,15.445,3.295,9.934,0.297,1.2
19.245,25.89,7.86,21.086,0.279,1.17
18.116,24.192,7.642,20.617,0.258,1.2
17.08,23.137,6.284,19.815,0.255,1.0
18.668,23.894,5.294,21.24,0.279,1.0
16.523,22.695,3.536,19.126,0.276,1.0
18.293,25.665,4.347,20.345,0.292,2.0
17.804,26.144,3.941,19.922,0.333,2.0
17.313,23.654,4.112,20.248,0.259,2.0
17.656,25.214,4.905,20.528,0.306,2.0
23.098,28.547,9.349,23.245,0.376,2.1
22.713,28.304,7.419,22.104,0.421,2.1
22.171,27.527,11.893,22.004,0.381,1.63
22.915,28.42,9.486,22.215,0.358,1.78
22.08,27.777,12.603,22.451,0.339,1.3
22.238,28.062,13.505,21.669,0.423,2.0
22.479,27.389,13.477,22.661,0.336,2.1
23.157,28.929,5.511,20.673,0.378,2.1
19.989,27.868,6.873,22.388,0.369,2.0
19.831,27.909,5.461,20.89,0.384,2.0
19.98,27.472,6.768,21.574,0.361,2.0
19.718,27.919,6.197,22.117,0.378,3.0
20.162,28.968,4.889,22.826,0.404,3.0
21.644,32.149,2.481,22.03,0.493,1.2
21.893,30.417,4.41,24.277,0.431,1.0
21.161,30.165,4.22,23.813,0.46,1.5
21.3,30.028,5.798,24.632,0.378,1.0
21.491,30.191,2.414,25.83,0.498,1.1
25.228,32.871,4.663,27.401,0.476,1.52
25.122,34.074,4.676,24.998,0.478,1.5
24.98,32.003,5.203,27.267,0.464,1.0
25.338,33.838,2.752,24.302,0.517,1.0
25.057,31.693,6.407,28.197,0.463,1.0
25.093,34.098,2.654,23.811,0.581,1.0
26.121,34.273,4.005,26.834,0.477,1.0
25.037,30.779,7.525,29.127,0.366,1.0
24.966,32.935,3.725,25.292,0.486,1.5
25.01,31.327,7.584,28.033,0.404,1.5
25.301,33.656,3.232,23.071,0.528,1.5
25.564,32.777,4.641,26.213,0.5,1.5
25.628,34.364,2.951,22.486,0.51,2.0
25.301,32.604,4.852,27.335,0.461,2.0
25.327,34.754,2.599,26.73,0.535,0.8
26.468,34.147,4.246,29.445,0.461,0.9
26.529,34.219,5.203,28.898,0.434,0.7
26.26,34.615,3.296,28.505,0.494,0.6
25.974,35.767,1.691,29.379,0.515,1.0
25.283,32.955,5.193,27.945,0.433,1.0
25.162,33.921,3.915,25.581,0.514,1.0
25.498,32.355,7.679,27.811,0.412,1.0
24.917,34.043,2.587,25.851,0.612,1.0
25.372,33.558,3.83,29.624,0.467,1.0
25.251,35.358,2.106,28.31,0.544,1.03
25.591,33.527,4.152,29.286,0.445,1.02
25.28,32.824,5.063,28.264,0.486,1.0
25.592,34.638,1.582,26.208,0.58,1.0
24.445,31.838,2.808,27.272,0.52,1.0
24.719,34.014,3.132,26.036,0.559,1.0
25.006,32.18,4.254,28.279,0.471,1.01
24.611,33.822,0.748,25.918,0.639,1.0
25.148,34.83,3.175,25.992,0.505,1.0
24.497,32.078,6.132,29.606,0.362,1.0
24.455,33.599,4.787,28.136,0.517,1.0
24.32,32.808,5.03,29.197,0.409,1.0
24.285,33.298,1.169,27.871,0.541,1.5
25.548,33.191,2.548,28.743,0.489,1.5
24.645,32.312,3.289,28.291,0.479,1.5
24.824,35.56,0.438,25.324,0.607,0.9
25.617,34.359,4.877,29.816,0.477,1.0
27.0,36.255,0.909,28.133,0.341,1.5
26.551,35.945,2.907,29.032,0.502,1.5
25.559,36.168,0.703,26.742,0.556,1.0
25.375,33.07,5.857,29.174,0.45,1.2
26.026,34.363,1.907,27.573,0.503,1.0
25.481,32.62,4.184,29.099,0.466,1.2
26.105,34.482,3.342,26.37,0.599,0.8
26.162,34.11,2.738,27.936,0.484,1.2
26.034,35.518,2.356,26.137,0.53,0.8
26.048,33.816,3.345,28.636,0.456,0.73
24.811,30.041,7.955,30.284,0.209,0.9
25.006,30.716,2.878,29.127,0.203,0.9
24.342,29.819,10.271,29.971,0.201,1.2
23.979,30.083,5.894,28.827,0.227,1.2
23.932,30.195,10.976,29.861,0.261,1.2
24.61,29.961,3.977,29.093,0.23,1.2
24.6,30.135,10.65,28.604,0.404,1.5
24.496,32.923,2.924,25.522,0.424,1.8
23.709,28.849,7.786,27.855,0.39,2.2
23.641,30.931,5.55,26.606,0.426,1.8
23.581,30.348,6.9,27.322,0.437,2.2
23.98,31.385,4.605,27.052,0.427,2.0
23.821,29.675,4.767,27.864,0.343,2.0
23.867,31.114,4.214,25.876,0.432,2.0
24.189,30.25,4.818,27.526,0.393,2.0
24.311,30.573,2.823,28.184,0.497,2.0
24.038,31.85,6.034,26.747,0.408,1.8
23.009,28.705,8.859,27.55,0.337,1.8
22.593,30.611,4.712,26.195,0.373,2.5
22.311,28.146,6.847,27.225,0.26,2.5
23.687,32.325,4.253,27.717,0.392,1.4
24.124,30.109,8.13,29.205,0.331,1.05
24.048,30.577,4.458,28.38,0.398,1.05
23.844,30.181,6.167,28.368,0.319,1.05
22.688,30.975,0.696,26.999,0.568,1.4
24.2,30.6,0.0,30.788,0.1,2.5
8.484,16.995,1.458,9.584,0.456,1.5
7.888,16.1,2.172,9.674,0.421,1.16
8.206,16.017,1.393,9.989,0.42,1.0
8.857,17.077,2.71,10.204,0.411,1.0
7.56,15.781,4.52,10.161,0.325,1.0
7.538,15.976,3.784,9.67,0.366,1.0
7.748,17.609,1.712,9.818,0.447,1.0
7.834,17.322,1.687,10.149,0.418,1.09
10.985,14.246,4.085,11.837,0.322,0.8
9.961,15.336,3.991,12.633,0.305,2.0
9.428,16.706,2.914,12.255,0.365,0.8
10.2,16.761,4.296,12.61,0.218,1.0
9.522,15.495,4.16,11.291,0.292,0.8
9.581,17.497,2.285,11.852,0.339,1.0
9.808,15.527,4.137,11.669,0.279,0.8
25.53,30.717,4.764,30.569,0.465,1.67
25.104,31.841,3.39,29.356,0.432,2.0
25.201,30.781,7.004,29.903,0.437,2.2
25.0,31.34,1.707,29.412,0.472,2.0
25.181,31.031,6.875,29.811,0.46,2.0
25.186,31.526,2.588,29.534,0.477,1.5
25.284,31.177,2.215,30.543,0.443,1.5
24.922,30.814,4.502,29.712,0.48,2.0
24.999,30.654,7.112,30.316,0.46,2.0
25.354,31.41,0.397,31.077,0.543,1.5
24.871,31.368,0.0,30.793,0.56,2.0
25.556,31.938,7.962,31.9,0.432,2.0
25.265,32.429,1.314,30.595,0.394,2.0
25.852,32.452,3.907,31.122,0.489,2.0
25.295,33.814,0.751,31.586,0.45,2.0
25.807,33.18,3.643,31.429,0.401,2.0
25.322,32.533,2.958,31.849,0.51,2.1
24.952,32.286,15.314,30.268,0.524,1.9
24.56,32.29,5.124,29.933,0.349,2.2
24.449,31.433,0.008,30.162,0.493,2.2
6.955,11.951,1.566,9.821,0.323,0.9
6.214,13.088,1.175,9.284,0.408,0.9
7.45,12.289,1.508,9.84,0.366,2.5
7.4,14.09,1.602,9.952,0.409,2.5
7.271,11.867,3.519,10.048,0.289,2.5
6.385,12.171,3.191,9.489,0.33,3.0
7.288,11.719,2.414,9.821,0.303,3.0
6.602,12.342,2.566,9.656,0.335,3.0
6.373,11.816,1.96,9.397,0.322,1.5
6.812,12.781,1.597,9.52,0.346,1.5
6.035,13.224,1.001,9.324,0.388,1.7
6.424,12.43,1.265,9.548,0.332,0.66
6.118,13.691,1.866,9.85,0.36,1.96
6.936,12.238,1.931,9.796,0.339,1.96
6.148,12.467,2.194,11.109,0.338,1.48
7.701,12.289,2.986,10.228,0.258,1.78
6.091,13.0,1.885,9.245,0.321,1.7
6.834,13.393,2.099,9.378,0.378,1.7
17.616,27.699,4.415,21.094,0.368,2.0
17.335,28.153,6.297,21.069,0.405,2.0
17.535,27.262,6.401,20.995,0.371,2.0
17.008,27.754,5.462,20.108,0.396,2.0
17.627,27.493,6.892,20.609,0.367,1.82
17.728,28.245,8.069,21.298,0.402,1.81
17.708,28.645,5.691,21.385,0.429,1.8
17.774,28.572,6.838,21.216,0.4,1.8
18.121,27.411,9.451,21.593,0.318,1.81
17.57,27.97,10.032,20.733,0.363,2.17
17.844,27.816,8.063,20.841,0.371,1.8
17.813,27.866,5.782,20.554,0.388,1.8
17.91,28.679,9.737,20.841,0.386,2.0
17.744,28.53,6.352,20.8,0.389,2.0
18.026,29.269,7.149,21.085,0.408,2.0
18.268,28.498,3.271,21.22,0.431,2.0
17.897,29.314,6.678,21.367,0.435,2.0
18.264,28.933,6.124,21.25,0.393,1.33
19.019,29.548,4.859,21.999,0.359,2.43
17.838,28.031,6.612,20.614,0.367,2.0
17.553,28.161,7.065,20.275,0.373,2.0
17.976,27.741,5.217,21.039,0.332,2.0
17.579,28.234,8.307,20.451,0.356,2.5
17.675,28.228,5.843,20.511,0.38,2.5
18.014,28.746,9.127,20.934,0.352,2.5
17.933,28.543,3.921,20.379,0.388,2.5
23.752,31.641,3.528,23.516,0.366,1.47
16.99,24.66,2.978,17.043,0.362,1.32
16.845,24.024,3.288,18.355,0.342,1.27
16.198,24.738,1.365,18.933,0.334,1.19
16.682,22.187,5.245,18.651,0.256,1.11
16.598,23.345,2.07,17.585,0.329,1.7
16.988,23.155,3.489,18.581,0.287,1.29
17.337,25.512,2.498,17.476,0.402,0.88
17.615,24.842,2.47,18.588,0.321,0.95
16.577,23.324,3.394,17.799,0.289,0.55
16.648,22.933,3.744,18.732,0.312,0.69
17.034,23.999,3.161,17.301,0.349,1.2
17.355,23.304,4.387,18.426,0.265,1.26
17.431,24.146,3.658,19.139,0.271,1.8
17.788,24.041,4.495,19.091,0.28,1.26
17.488,24.271,2.674,18.39,0.32,1.26
18.219,24.632,2.988,19.724,0.268,1.5
17.14,23.605,4.25,19.125,0.3,1.8
17.369,25.044,2.121,17.054,0.392,1.8
16.938,24.038,2.839,18.56,0.338,1.5
17.559,24.336,2.546,18.589,0.274,1.51
20.446,25.684,2.595,40.92,0.346,1.84
22.495,28.853,5.564,26.13,0.375,2.5
23.038,30.519,9.206,25.121,0.417,2.21
22.437,28.771,4.859,25.754,0.383,2.5
22.927,30.408,4.23,24.337,0.329,2.5
22.453,28.885,9.929,26.643,0.308,2.5
22.636,29.237,6.986,25.86,0.351,2.5
22.579,29.788,8.912,26.422,0.418,2.5
23.353,30.77,6.907,25.989,0.365,2.5
22.569,28.971,8.282,26.556,0.338,2.5
22.877,29.79,9.754,26.936,0.335,2.5
22.615,29.523,11.392,26.707,0.392,2.5
23.181,30.594,0.968,26.028,0.463,1.5
22.44,28.994,6.194,26.242,0.361,1.5
23.203,30.107,5.622,27.169,0.355,2.0
22.133,28.596,7.851,26.843,0.345,2.0
23.39,31.787,2.173,25.409,0.394,1.5
22.571,28.959,6.212,26.491,0.329,1.5
23.206,30.423,7.892,26.479,0.302,2.5
24.289,31.65,4.38,28.415,0.413,1.28
24.641,31.165,4.902,29.0,0.327,1.4
24.445,31.288,4.218,28.805,0.396,2.5
24.985,33.694,4.132,28.647,0.476,2.5
24.155,31.098,6.856,28.516,0.397,2.5
24.357,31.438,5.807,28.847,0.407,2.5
13.965,19.983,2.819,13.522,0.31,1.1
11.821,17.565,2.559,13.257,0.26,2.5
12.953,18.843,2.389,13.22,0.258,2.5
13.145,18.462,2.307,12.947,0.281,1.32
13.256,18.126,1.771,12.988,0.286,3.0
13.53,19.362,2.335,13.835,0.31,2.5
13.218,17.812,3.321,13.826,0.221,2.5
12.835,17.751,2.295,13.222,0.223,2.5
13.422,18.751,2.149,13.397,0.274,2.5
19.042,26.644,13.504,24.257,0.351,1.2
19.203,26.216,12.469,24.514,0.296,1.2
18.836,26.321,15.198,23.79,0.368,1.2
18.847,25.331,12.399,23.633,0.246,1.2
18.941,25.828,13.329,23.547,0.326,1.2
19.111,25.633,11.569,23.55,0.28,1.2
19.586,27.147,12.34,23.529,0.386,1.2
20.039,27.064,10.342,24.096,0.285,1.5
19.089,25.696,17.11,22.764,0.298,1.5
18.762,25.476,17.243,22.512,0.274,1.0
19.313,26.173,17.26,23.088,0.304,0.96
19.48,27.065,11.336,22.802,0.341,0.96
19.7,26.226,7.181,23.713,0.253,1.5
19.206,26.853,12.975,22.728,0.364,0.7
19.397,26.656,12.808,23.718,0.307,1.0
19.897,27.946,12.122,23.674,0.367,1.0
20.464,28.1,8.14,24.554,0.268,1.0
19.607,27.027,14.574,24.132,0.328,1.0
19.11,25.764,16.164,23.864,0.24,0.5
19.681,27.022,15.581,24.101,0.292,1.0
19.473,26.7,16.711,23.083,0.271,0.5
19.838,27.779,11.763,23.241,0.375,1.0
19.953,27.08,11.97,23.609,0.161,1.0
19.842,27.657,13.175,23.817,0.333,1.0
24.844,31.383,5.894,29.433,0.466,2.5
25.293,31.253,8.033,29.697,0.449,2.5
25.134,31.086,6.153,30.662,0.302,2.5
20.755,29.259,2.209,23.567,0.394,1.78
20.415,27.882,4.83,24.319,0.341,1.72
20.305,28.421,3.059,23.776,0.384,1.52
20.107,26.595,6.402,23.961,0.353,1.48
20.135,26.759,7.562,25.4,0.366,1.49
13.148,22.063,5.238,16.398,0.372,1.4
13.655,22.224,4.771,17.121,0.31,1.4
13.177,22.04,7.002,16.688,0.386,1.4
13.03,22.07,6.643,16.542,0.267,1.4
13.437,21.973,7.357,16.593,0.32,1.57
13.81,21.401,4.956,16.262,0.277,2.1
13.468,22.315,5.042,15.706,0.395,2.09
13.99,22.868,3.406,16.076,0.364,2.1
13.696,20.709,9.318,15.781,0.273,2.1
13.45,20.791,9.285,15.245,0.267,1.5
13.583,21.009,7.514,15.244,0.33,1.5
13.511,21.291,6.242,15.333,0.324,1.98
13.203,22.059,5.351,15.026,0.395,2.45
14.28,21.88,5.015,15.82,0.321,2.45
22.445,30.167,10.521,26.238,0.353,2.5
22.921,29.842,9.784,27.102,0.261,2.5
22.146,29.633,13.582,26.174,0.326,2.5
22.14,29.191,11.344,26.13,0.275,2.44
22.377,29.045,12.968,26.627,0.326,2.52
22.756,29.165,12.691,27.554,0.258,2.62
23.648,33.311,2.624,32.114,0.417,1.3
22.963,33.851,0.0,30.814,0.495,1.1
22.9,32.682,4.105,32.203,0.435,1.3
23.524,33.476,1.837,31.308,0.477,1.04
23.752,33.084,8.802,31.8,0.429,1.3
24.164,33.55,1.817,30.56,0.475,1.2
24.019,31.119,8.714,30.228,0.339,1.4
23.436,32.874,1.229,28.681,0.492,1.27
24.051,31.694,10.432,30.332,0.333,1.25
23.739,32.917,4.535,29.626,0.453,1.1
24.587,32.929,3.944,31.167,0.424,1.2
25.277,34.392,0.577,30.174,0.426,1.3
24.212,33.048,3.469,30.234,0.431,1.3
22.995,29.453,7.856,26.611,0.319,1.04
22.878,31.563,4.451,24.979,0.353,1.02
22.815,29.252,8.904,26.807,0.258,1.04
22.595,32.189,3.574,25.248,0.369,1.0
23.338,29.063,12.302,27.604,0.196,0.9
23.276,30.853,6.829,27.054,0.399,1.0
23.469,31.86,7.624,27.411,0.374,1.0
23.462,31.186,9.89,27.334,0.459,1.03
10.637,15.106,4.841,12.07,0.254,2.0
10.792,15.072,6.245,12.803,0.241,1.5
10.552,15.013,4.671,12.291,0.222,1.63
10.042,14.403,7.782,11.894,0.17,2.03
10.204,14.314,6.068,11.985,0.191,1.88
10.203,14.495,6.106,12.161,0.223,2.3
11.301,16.016,5.805,12.376,0.286,2.3
9.92,14.139,8.011,12.049,0.166,2.3
10.022,14.615,5.683,11.838,0.202,2.3
10.442,15.432,5.979,12.275,0.224,2.3
10.396,14.933,7.346,12.206,0.225,2.2
10.59,15.179,3.849,12.485,0.248,2.2
10.656,15.002,4.453,12.544,0.306,0.8
10.936,15.244,2.847,12.496,0.281,1.0
11.259,15.607,5.337,12.397,0.278,1.3
11.253,15.224,6.47,12.219,0.185,1.3
10.561,15.851,6.546,12.122,0.177,1.2
10.819,15.597,7.114,12.108,0.185,1.2
10.676,21.711,3.8,15.039,0.409,1.4
10.941,18.821,4.904,14.042,0.296,1.5
11.023,18.871,5.634,14.17,0.317,1.4
10.72,20.196,4.029,13.84,0.378,1.42
10.614,20.931,3.456,14.366,0.404,1.42
11.379,20.691,4.721,13.256,0.405,1.01
11.193,20.169,3.304,13.089,0.379,0.88
10.812,20.863,1.945,12.916,0.44,1.87
11.69,20.201,0.754,12.378,0.401,2.8
11.636,22.091,3.134,13.898,0.39,1.9
11.373,20.202,2.442,13.279,0.366,1.75
12.208,20.768,2.132,15.284,0.501,2.5
12.612,19.962,3.546,14.755,0.374,0.6
11.744,20.376,2.19,14.286,0.43,0.63
11.319,21.352,3.38,13.453,0.37,0.62
11.427,20.164,1.979,12.911,0.407,0.65
24.097,29.736,6.743,30.547,0.287,1.0
24.424,30.064,8.712,30.365,0.287,1.0
23.549,29.457,9.595,30.403,0.299,1.0
23.632,29.599,6.162,29.238,0.323,1.0
23.584,29.739,8.246,29.652,0.31,1.0
24.06,29.498,5.13,29.696,0.29,1.25
24.298,30.07,9.499,31.048,0.274,1.25
24.971,30.393,2.568,31.072,0.246,1.2
23.59,29.47,11.658,29.846,0.284,1.2
23.8,29.656,7.955,29.486,0.308,1.2
23.794,29.555,7.846,29.782,0.259,1.2
24.005,29.983,5.946,29.544,0.273,1.2
23.885,29.782,7.852,30.491,0.253,1.2
24.44,29.636,5.994,30.726,0.229,1.2
24.003,29.801,8.864,30.905,0.247,1.5
24.55,30.148,6.253,31.128,0.25,1.2
24.172,29.542,7.701,30.986,0.232,1.5
24.642,30.176,3.401,30.653,0.288,1.2
24.763,30.325,8.209,32.252,0.231,1.5
25.2,30.664,3.672,31.36,0.251,1.2
24.326,29.85,10.515,32.153,0.234,1.5
24.276,30.386,7.158,30.739,0.332,1.2
24.351,30.267,8.914,31.377,0.241,1.5
24.42,30.294,4.671,30.301,0.248,1.5
24.82,30.304,8.683,31.433,0.23,1.5
25.285,30.504,6.861,31.219,0.206,1.5
25.118,30.191,8.206,32.458,0.215,1.5
24.552,32.216,4.225,29.749,0.468,1.49
23.249,32.785,2.086,28.231,0.47,1.29
23.55,30.85,5.336,29.961,0.416,2.0
22.985,32.572,2.644,29.312,0.51,1.0
23.733,31.12,3.643,27.562,0.442,2.0
23.642,32.747,1.621,24.717,0.511,0.67
24.296,31.256,4.476,28.543,0.323,0.5
24.306,33.796,2.684,26.576,0.466,0.5
23.773,29.98,5.124,28.966,0.332,0.7
23.528,32.13,3.547,25.081,0.45,0.5
24.151,30.999,4.849,28.727,0.363,0.8
23.425,32.335,3.038,25.285,0.485,1.4
24.324,32.579,4.466,27.765,0.433,1.5
24.029,32.132,3.648,27.302,0.359,1.5
22.85,33.338,1.938,23.83,0.534,2.0
24.558,33.033,4.498,27.341,0.44,1.5
22.95,32.583,0.025,23.383,0.664,1.5
25.947,35.265,1.553,26.196,0.445,1.5
25.434,33.996,4.87,28.121,0.365,2.0
24.695,32.542,4.021,27.478,0.412,2.0
22.871,33.136,0.755,22.806,0.584,2.0
23.784,31.823,3.314,30.575,0.435,2.0
23.435,33.326,2.309,25.903,0.491,2.0
24.313,32.901,3.644,26.628,0.46,2.0
22.64,32.28,11.66,25.312,0.551,2.0
24.79,33.082,4.498,27.844,0.429,2.0
23.923,29.795,7.273,25.986,0.433,1.7
25.003,31.481,3.966,23.156,0.456,1.7
23.7,29.051,5.57,25.784,0.408,1.5
24.567,30.799,2.737,22.902,0.454,1.5
23.709,29.653,6.155,26.288,0.465,1.5
24.53,30.769,3.18,23.572,0.436,2.0
24.134,30.011,5.835,25.721,0.458,2.0
25.192,31.882,5.306,26.084,0.423,2.0
24.075,29.693,7.416,27.581,0.439,2.0
24.39,30.325,7.107,24.305,0.424,1.75
23.832,29.325,6.91,27.166,0.411,1.75
24.006,29.797,6.302,26.706,0.431,2.0
25.074,31.259,3.424,25.119,0.429,1.4
24.16,29.584,4.737,26.717,0.445,1.4
25.309,31.294,3.962,24.34,0.456,1.4
24.08,29.483,5.375,26.953,0.42,1.4
25.068,30.889,2.619,24.42,0.433,2.2
24.244,29.8,9.316,27.653,0.384,2.2
25.719,31.213,7.694,27.185,0.318,1.12
24.32,29.665,6.818,27.705,0.419,1.12
25.054,30.559,3.771,25.986,0.413,1.16
24.495,30.108,5.367,27.24,0.395,1.16
24.113,29.671,6.707,26.722,0.399,1.94
24.181,29.664,7.156,27.376,0.383,1.95
18.147,22.436,3.57,18.197,0.325,1.8
18.884,24.012,3.172,18.511,0.341,0.6
18.019,22.708,3.963,18.463,0.301,1.2
24.417,31.972,2.373,28.969,0.385,1.8
24.393,31.536,2.625,28.915,0.35,1.05
24.581,30.923,5.616,30.087,0.338,2.0
24.361,32.187,2.254,28.901,0.315,1.5
24.872,31.618,4.819,30.849,0.402,2.0
24.903,32.879,1.414,29.783,0.376,2.0
24.816,32.068,1.685,29.409,0.349,2.3
25.065,31.846,5.061,30.552,0.36,2.0
24.85,33.213,2.012,28.693,0.415,1.3
24.382,32.409,2.827,28.436,0.454,1.77
24.755,31.149,8.252,30.808,0.332,1.15
24.529,31.554,3.448,29.879,0.417,2.42
25.076,31.625,3.791,30.886,0.359,2.44
9.778,21.839,2.16,16.314,0.333,2.0
10.523,20.453,2.384,16.554,0.258,2.0
11.515,21.335,2.268,12.701,0.301,1.5
11.69,22.573,3.934,12.958,0.335,2.0
11.9,20.217,5.754,13.407,0.2,2.0
11.298,21.512,2.441,13.134,0.249,0.9
10.669,22.379,2.519,14.184,0.301,1.8
10.545,22.263,1.518,12.936,0.307,1.76
10.486,21.864,1.622,12.495,0.296,1.8
11.362,23.443,2.252,11.947,0.319,1.4
11.402,21.251,2.877,12.022,0.285,1.0
11.738,20.905,5.364,12.663,0.258,2.5
10.515,20.708,2.069,12.273,0.276,1.5
10.758,21.534,2.613,12.336,0.271,1.2
10.345,20.145,2.484,12.065,0.239,1.2
24.299,31.743,5.551,26.304,0.439,1.8
23.824,29.307,6.854,27.763,0.376,1.22
23.797,30.816,5.082,25.668,0.455,1.2
23.988,31.089,5.179,27.041,0.398,0.95
24.025,31.559,6.565,26.847,0.386,1.71
24.171,29.925,6.746,28.397,0.346,2.5
23.642,30.362,7.885,26.982,0.389,1.33
23.595,31.133,7.583,26.852,0.4,1.4
24.599,32.637,1.483,27.691,0.425,1.26
24.305,32.711,4.868,27.736,0.442,1.5
24.172,30.13,8.503,28.629,0.327,1.68
24.436,32.594,2.164,27.143,0.446,1.5
24.082,29.378,11.779,28.507,0.272,1.6
24.805,32.565,5.4,28.202,0.331,2.5
24.017,29.526,8.382,28.496,0.326,2.5
23.861,30.828,4.643,28.069,0.378,2.5
23.821,30.91,7.708,27.287,0.366,2.0
24.224,32.913,2.016,24.85,0.392,2.0
21.412,29.722,6.18,24.225,0.287,1.53
21.51,29.994,7.218,24.528,0.352,1.55
21.286,29.808,7.509,24.036,0.293,1.2
21.123,28.862,10.191,24.669,0.273,1.21
21.203,29.075,8.234,24.663,0.258,1.32
21.253,28.949,7.573,25.371,0.246,1.8
21.295,31.356,5.263,23.223,0.364,1.54
21.056,28.623,10.927,24.634,0.291,1.27
20.934,29.691,7.945,23.609,0.299,1.21
21.009,29.021,6.78,24.327,0.289,1.2
21.033,30.639,5.574,21.922,0.318,1.21
21.295,29.653,6.298,24.69,0.27,1.32
20.85,30.027,6.289,22.569,0.302,1.32
21.239,29.949,7.031,24.716,0.306,1.2
21.173,31.029,4.39,22.187,0.322,1.3
21.168,30.205,5.576,24.08,0.29,1.15
21.738,32.575,2.429,20.367,0.303,1.25
22.043,30.506,7.791,25.513,0.289,1.2
21.25,30.586,5.217,22.895,0.3,1.2
21.034,29.236,11.018,24.761,0.265,1.77
21.093,30.065,7.401,23.682,0.294,1.78
20.97,28.977,8.894,24.494,0.213,1.0
20.92,30.311,6.163,23.139,0.299,1.0
21.215,29.921,8.326,24.938,0.263,1.0
21.214,30.872,5.108,22.621,0.309,1.0
23.202,30.538,4.799,25.953,0.406,1.6
22.815,27.581,8.653,26.699,0.314,2.0
23.021,29.123,7.57,27.147,0.341,1.6
23.25,29.628,6.962,28.019,0.406,2.0
23.589,30.731,8.01,28.001,0.362,1.6
23.049,29.782,6.772,27.323,0.37,1.6
22.636,29.745,10.244,27.054,0.307,1.6
22.727,29.194,6.98,27.806,0.361,2.0
22.85,29.334,6.76,27.796,0.375,1.5
23.031,29.513,6.947,27.935,0.372,1.5
23.178,29.986,6.218,27.358,0.369,1.5
22.774,28.625,7.472,27.718,0.376,1.5
23.268,30.809,6.404,26.634,0.41,1.8
22.846,29.19,8.445,27.056,0.4,1.8
23.102,29.423,9.188,27.109,0.357,2.5
23.306,29.368,9.141,27.519,0.389,2.5
23.921,30.206,5.709,27.462,0.345,1.0
23.149,29.511,9.383,27.799,0.389,1.0
23.474,29.808,8.798,27.569,0.381,1.0
22.92,28.761,9.102,27.741,0.317,1.0
23.201,30.064,7.161,26.582,0.385,1.0
22.968,29.239,8.342,27.537,0.367,1.0
23.62,30.838,6.652,27.924,0.341,1.0
23.363,29.232,8.684,28.447,0.34,1.0
22.623,28.859,12.71,26.512,0.368,2.5
22.544,30.936,5.922,23.352,0.318,2.01
21.863,27.857,11.346,25.753,0.313,2.5
23.093,30.343,7.029,23.483,0.292,2.5
22.412,28.559,11.583,25.606,0.326,2.5
